name,iso_num,iso_2,iso_3,ioc_cc,fifa_cc,wiki_data_id,wiki_id
Бермуда утраулары,,,,,,Q23635,Бермуда утраулары
Болгария,,,,,,Q219,Болгария
Боливия,,,,,,Q750,Боливия
Босния һәм Герцеговина,,,,,,Q225,Босния һәм Герцеговина
Ботсвана,,,,,,Q963,Ботсвана
Бразилия,,,,,,Q155,Бразилия
Британия Виргин Утраулары,,,,,,Q25305,Британия Виргин Утраулары
Бруней,,,,,,Q921,Бруней
Буркина Фасо,,,,,,Q965,Буркина Фасо
Бурунди,,,,,,Q967,Бурунди
Бутан,,,,,,Q917,Бутан
Бәхрәйн,,,,,,Q398,Бәхрәйн
Габон,,,,,,Q1000,Габон
Гайана,,,,,,Q734,Гайана
Гана,,,,,,Q117,Гана
Гваделупа,,,,,,Q17012,Гваделупа
Гватемала,,,,,,Q774,Гватемала
Гвинея,,,,,,Q1006,Гвинея
Гвинея-Бисау,,,,,,Q1007,Гвинея-Бисау
Гибралтар,,,,,,Q1410,Гибралтар
Гренада,,,,,,Q769,Гренада
Греция,,,,,,Q41,Греция
Гыйрак,,,,,,Q796,Гыйрак
Гөрҗистан,,,,,,Q230,Гөрҗистан
Дания,,,,,,Q35,Дания
Доминика,,,,,,Q784,Доминика
Доминикан Җөмһүрияте,,,,,,Q786,Доминикан Җөмһүрияте
Индонезия,,,,,,Q252,Индонезия
Иран,,,,,,Q794,Иран
Ирландия,,,,,,Q27,Ирландия
Исландия,,,,,,Q189,Исландия
Испания,,,,,,Q29,Испания
Исраил,,,,,,Q801,Исраил
Италия,,,,,,Q38,Италия
Кабо-Верде,,,,,,Q1011,Кабо-Верде
Казакъстан,,,,,,Q232,Казакъстан
Кайман утраулары,,,,,,Q5785,Кайман утраулары
Камбоджа,,,,,,Q424,Камбоджа
Камерун,,,,,,Q1009,Камерун
Канада,,,,,,Q16,Канада
Катар,,,,,,Q846,Катар
Кения,,,,,,Q114,Кения
Кипр Республикасы,,,,,,Q229,Кипр Республикасы
Кирибати,,,,,,Q710,Кирибати
Колумбия,,,,,,Q739,Колумбия
Коморлар,,,,,,Q970,Коморлар
Конго Демократик Республикасы,,,,,,Q974,Конго Демократик Республикасы
Конго Җөмһүрияте,,,,,,Q971,Конго Җөмһүрияте
Корея Халык Демократик Җөмһүрияте,,,,,,Q423,Корея Халык Демократик Җөмһүрияте
Косово Җөмһүрияте,,,,,,Q1246,Косово Җөмһүрияте
Коста-Рика,,,,,,Q800,Коста-Рика
Кот-д’Ивуар,,,,,,Q1008,Кот-д’Ивуар
Куба,,,,,,Q241,Куба
Кыргызстан,,,,,,Q813,Кыргызстан
Кытай,,,,,,Q148,Кытай
Кюрасао,,,,,,Q25279,Кюрасао
Күвәйт,,,,,,Q817,Күвәйт
Көнчыгыш Тимор,,,,,,Q574,Көнчыгыш Тимор
Көньяк Африка Республикасы,,,,,,Q258,Көньяк Африка Республикасы
Көньяк Георгия һәм Көньяк Сандвич утраулары,,,,,,Q35086,Көньяк Георгия һәм Көньяк Сандвич утраулары
Көньяк Корея,,,,,,Q884,Көньяк Корея
Көньяк Осетия,,,,,,Q23427,Көньяк Осетия
Көньяк Судан,,,,,,Q958,Көньяк Судан
Лаос,,,,,,Q819,Лаос
Латвия,,,,,,Q211,Латвия
Лесото,,,,,,Q1013,Лесото
Либерия,,,,,,Q1014,Либерия
Ливан,,,,,,Q822,Ливан
Ливия,,,,,,Q1016,Ливия
Литва,,,,,,Q37,Литва
Лихтенштейн,,,,,,Q347,Лихтенштейн
Люксембург,,,,,,Q32,Люксембург
Маврикий,,,,,,Q1027,Маврикий
Мавритания,,,,,,Q1025,Мавритания
Мадагаскар,,,,,,Q1019,Мадагаскар
Малави,,,,,,Q1020,Малави
Малайзия,,,,,,Q833,Малайзия
Мали,,,,,,Q912,Мали
Мальдивлар,,,,,,Q826,Мальдивлар
Мальта,,,,,,Q233,Мальта
Марокко,,,,,,Q1028,Марокко
Мартиника,,,,,,Q17054,Мартиника
Маршалл утраулары,,,,,,Q709,Маршалл утраулары
Маҗарстан,,,,,,Q28,Маҗарстан
Мексика,,,,,,Q96,Мексика
Микронезия Федератив Штатлары,,,,,,Q702,Микронезия Федератив Штатлары
Мисыр,,,,,,Q79,Мисыр
Мозамбик,,,,,,Q1029,Мозамбик
Молдавия,,,,,,Q217,Молдавия
Монако,,,,,,Q235,Монако
Монголия,,,,,,Q711,Монголия
Монтенегро,,,,,,Q236,Монтенегро
Монтсеррат,,,,,,Q13353,Монтсеррат
Мьянма,,,,,,Q836,Мьянма
Мэн утравы,,,,,,Q9676,Мэн утравы
Навасса,,,,,,Q25359,Навасса
Намибия,,,,,,Q1030,Намибия
Науру,,,,,,Q697,Науру
Непал,,,,,,Q837,Непал
Нигер,,,,,,Q1032,Нигер
Нигерия,,,,,,Q1033,Нигерия
Нидерланд,,,,,,Q55,Нидерланд
Никарагуа,,,,,,Q811,Никарагуа
Норвегия,,,,,,Q20,Норвегия
Оман,,,,,,Q842,Оман
Пакистан Ислам Җөмһүрияте,,,,,,Q843,Пакистан Ислам Җөмһүрияте
Палау,,,,,,Q695,Палау
Панама,,,,,,Q804,Панама
Папуа — Яңа Гвинея,,,,,,Q691,Папуа — Яңа Гвинея
Парагвай,,,,,,Q733,Парагвай
Перу,,,,,,Q419,Перу
Польша,,,,,,Q36,Польша
Португалия,,,,,,Q45,Португалия
Пуэрто-Рико,,,,,,Q1183,Пуэрто-Рико
Россия,,,,,,Q159,Россия
Руанда,,,,,,Q1037,Руанда
Румыния,,,,,,Q218,Румыния
Сальвадор,,,,,,Q792,Сальвадор
Самоа,,,,,,Q683,Самоа
Сан-Марино,,,,,,Q238,Сан-Марино
Сейшел утраулары,,,,,,Q1042,Сейшел утраулары
Сен-Бартелеми,,,,,,Q25362,Сен-Бартелеми
Сен-Пьер һәм Микелон,,,,,,Q34617,Сен-Пьер һәм Микелон
Сенегал,,,,,,Q1041,Сенегал
Сент-Винсент һәм Гренадиналар,,,,,,Q757,Сент-Винсент һәм Гренадиналар
Сент-Китс һәм Невис,,,,,,Q763,Сент-Китс һәм Невис
Сент-Люсия,,,,,,Q760,Сент-Люсия
Сербия,,,,,,Q403,Сербия
Сингапур,,,,,,Q334,Сингапур
Словакия,,,,,,Q214,Словакия
Словения,,,,,,Q215,Словения
Согуд Гарәбстаны,,,,,,Q851,Согуд Гарәбстаны
Соломон утраулары,,,,,,Q685,Соломон утраулары
Сомали,,,,,,Q1045,Сомали
Сомалиленд,,,,,,Q34754,Сомалиленд
Судан,,,,,,Q1049,Судан
Суринам,,,,,,Q730,Суринам
Сьерра-Леоне,,,,,,Q1044,Сьерра-Леоне
Таулы Карабаx Республикасы,,,,,,Q244165,Таулы Карабаx Республикасы
Төньяк Ирландия,,,,,,Q26,Төньяк Ирландия
Төньяк Кипрның Төрек Җөмһүрияте,,,,,,Q23681,Төньяк Кипрның Төрек Җөмһүрияте
Төньяк Македония,,,,,,Q221,Төньяк Македония
Фарер утраулары,,,,,,Q4628,Фарер утраулары
Филипин,,,,,,Q928,Филипин
Финляндия,,,,,,Q33,Финляндия
Фолкленд утраулары,,,,,,Q9648,Фолкленд утраулары
Франция,,,,,,Q142,Франция
Француз Гвианасы,,,,,,Q3769,Француз Гвианасы
Хорватия,,,,,,Q224,Хорватия
Хәбәшстан,,,,,,Q115,Хәбәшстан
Чад,,,,,,Q657,Чад
Чехия,,,,,,Q213,Чехия
Чили,,,,,,Q298,Чили
Швеция,,,,,,Q34,Швеция
Шотландия,,,,,,Q22,Шотландия
Шпицберген,,,,,,Q25231,Шпицберген
Шри-Ланка,,,,,,Q854,Шри-Ланка
Эквадор,,,,,,Q736,Эквадор
Экваториаль Гвинея,,,,,,Q983,Экваториаль Гвинея
Эритрея,,,,,,Q986,Эритрея
Эсватини,,,,,,Q1050,Эсватини
Эстония,,,,,,Q191,Эстония
Ямайка,,,,,,Q766,Ямайка
Япония,,,,,,Q17,Япония
Яңа Зеландия,,,,,,Q664,Яңа Зеландия
Җерси,,,,,,Q785,Җерси
Җибути,,,,,,Q977,Җибути
Үзәк Африка Җөмһүрияте,,,,,,Q929,Үзәк Африка Җөмһүрияте
Үрдүн,,,,,,Q810,Үрдүн
Һиндстан,,,,,,Q668,Һиндстан
Һондурас,,,,,,Q783,Һондурас
Һоң Коң,,,,,,Q8646,Һоң Коң
Әзербайҗан,,,,,,Q227,Әзербайҗан
Әлҗәзаир,,,,,,Q262,Әлҗәзаир
Әрмәнстан,,,,,,Q399,Әрмәнстан
Әфганстан,004,AF,AFG,AFG,AFG,Q889,Әфганстан
