full_name,nation,birthday,snooker_id,cuetracker_id,wikidata_id,wiki_id
Elliot Slessor,England,1994-08-04,608,elliot-slessor,,
Narantuya Bayarsaikhan,Mongolia,1994-08-14,3088,,,
Rhys Clark,Scotland,1994-08-17,917,rhys-clark,,
Oliver Brown,England,1994-08-18,146,oliver-brown,,
Ashley Hugill,England,1994-09-28,1323,ashley-hugill,,
Ryan Thomerson,Australia,1994-10-01,741,ryan-thomerson,,
Jamie Clarke,Wales,1994-10-05,106,jamie-clarke,,
Hossein Vafaei,Iran,1994-10-14,666,hossein-vafaei-ayouri,,
Hossein Vafaei,Iran,1994-10-15,666,hossein-vafaei,,
Shubham Arora,India,1994-10-27,2486,,,
Callum Lloyd,Wales,1995-01-06,160,callum-lloyd,,
Clayton Humphries,England,1995-01-13,1627,clayton-humphries,,
Dylan Mitchell,England,1995-02-25,1123,dylan-mitchell,,
John Foster,England,1995-03-04,2047,john-foster,,
Luca Brecel,Belgium,1995-03-08,101,luca-brecel,,
Siyavosh Mozayani,Iran,1995-03-23,1538,siyavosh-mozayani,,
George Pragnell,England,1995-03-28,733,george-pragnall,,
Harvey Chandler,England,1995-04-19,982,harvey-chandler,,
Denys Khmelevskyi,Ukraine,1995-04-29,2784,,,
Alex Millington,England,1995-05-25,2345,,,
Oliver Lines,England,1995-06-16,592,oliver-lines,,
Josh Boileau,Ireland,1995-07-02,762,josh-boileau,,
Ashley Carty,England,1995-07-17,724,ashley-carty,,
Zhang Yong,China,1995-07-21,947,zhang-yong,,
Owais Ali,England,1995-08-13,1724,owais-ali,,
Akani Songsermsawad,Thailand,1995-09-10,1763,akani-songsermsawad,,
Chen Zifan,China,1995-09-17,933,chen-zifan,,
Boonyarit Keattikun,Thailand,1995-10-05,1578,boonyarit-keattikun,,
Ross Muir,Scotland,1995-10-06,898,ross-muir,,
Jack Smithers,England,1995-10-13,2053,jack-smithers,,
Lee Daegyu,South Korea,1995-10-17,1886,daegyu-lee,,
Jamie Jones (1995),England,1995-10-25,2787,,,
Joe O'Connor,England,1995-11-08,1038,joe-oconnor,,
Kacper Filipiak,Poland,1995-11-19,588,kacper-filipiak,,
Steven Hallworth,England,1995-12-01,605,steven-hallworth,,
William Lemons,England,1995-12-02,886,william-lemons,,
Ratchayothin Yotharuck,Thailand,1995-12-13,1263,ratchayothin-yotharuck,,
James Cahill,England,1995-12-27,151,james-cahill,,
Dylan Craig,Scotland,1996-01-08,997,dylan-craig,,
Mostafa Dorgham,Egypt,1996-01-10,1844,mostafa-dorgham,,
Ronnie Blake,England,1996-02-18,2192,ronnie-blake,,
Matthew Glasby,England,1996-02-27,1301,matthew-glasby,,
Leong Man Hoi,Hong Kong,1996-03-11,1095,man-hoi-leong,,
Andrew Doherty,Ireland,1996-04-17,1911,andrew-doherty,,
Alexander Ursenbacher,Switzerland,1996-04-26,239,alexander-ursenbacher,,
Darryl Hill,Isle of Man,1996-04-30,892,darryl-hill,,
Hrithik Jain,India,1996-05-09,1851,hrithik-jain,,
Lukas Kleckers,Germany,1996-05-18,1082,lukas-kleckers,,
Enes Bakirci,Turkey,1996-06-15,2401,,,
Joshua Thomond,England,1996-06-15,2055,joshua-thomond,,
Joshua Cooper,England,1996-07-02,1421,joshua-cooper,,
Thomas Hilborne,England,1996-07-06,1491,thomas-hilborne,,
Sam Gates,England,1996-07-13,2484,,,
Ben Fortey,Wales,1996-07-15,990,ben-fortey,,
Haydon Pinhey,England,1996-07-30,2061,haydon-pinhey,,
Wang Zepeng,China,1996-08-09,1111,wang-zepeng,,
Peter Devlin,England,1996-08-10,1122,peter-devlin,,
Brian Cini,Malta,1996-09-05,1307,brian-cini,,
Andres Petrov,Estonia,1996-10-15,1552,andres-petrov,,
Liu Jiaming,China,1996-12-08,1159,liu-jiaming,,
Long Zehuang,China,1996-12-28,1261,long-zehuang,,
Yao Pengcheng,China,1997-01-03,1160,yao-pengcheng,,
Josh Mulholland,England,1997-01-14,1590,josh-mulholland,,
Zhao Xintong,China,1997-04-03,946,zhao-xintong,,
Aaron Holland,Ireland,1997-05-02,2342,,,
Belan Sharif,Sweden,1997-05-08,1887,belan-sharif,,
Brandon Sargeant,England,1997-06-28,983,brandon-sargeant,,
Louis Heathcote,England,1997-07-03,1045,louis-heathcote,,
Rodion Judin,Latvia,1997-07-15,1544,rodion-judin,,
Mateusz Baranowski,Poland,1997-07-17,680,mateusz-baranowski,,
Yana Shut,Belarus,1997-07-29,1816,yana-shut,,
Wang Yuchen,China,1997-08-05,954,wang-yuchen,,
Miao Qin,China,1997-09-08,3055,,,
Lyu Haotian,China,1997-11-29,905,lyu-haotian,,
Peter Butler,Unknown,1997-12-09,2763,peter-butler,,
Simon Lichtenberg,Germany,1997-12-15,1567,simon-lichtenberg,,
Daniel Gorton,Wales,1997-12-18,2208,,,
Patrick Whelan,England,1998-01-12,1812,patrick-whelan,,
Chatchapong Nasa,Thailand,1998-01-13,2887,,,
Shane Castle,England,1998-01-21,615,shane-castle,,
Xu Si,China,1998-01-24,1407,xu-si,,
Zhou Yuelong,China,1998-01-24,906,zhou-yuelong,,
Chan Ming Tung,Hong Kong,1998-02-03,1376,chan-mingtung,,
Jake Robinson,England,1998-02-18,3059,jake-robinson,,
Lewis Gillen,England,1998-03-30,1939,lewis-gillen,,
Adam Goff,England,1998-03-31,2781,adam-goff,,
Zhang Zhijie,China,1998-05-03,1974,zhang-zhijie,,
Mihai Vladu,Romania,1998-05-29,1865,mihai-vladu,,
Lynn Shi,China,1998-07-07,2826,lynn-shi,,
Richard Wienold,Germany,1998-08-23,1903,richard-wienold,,
Zhang Jiankang,China,1998-08-25,2134,zhang-jiankang,,
Adam Lilley,New Zealand,1998-09-10,2472,,,
Vladyslav Vyshnevskyy,Ukraine,1998-09-23,673,vladyslav-vyshnevskyy,,
Aaron Cook,England,1998-10-07,1423,aaron-cook,,
Abdul Raheem,Pakistan,1998-10-14,2487,,,
Aran Hetherington,England,1998-10-17,2456,,,
Chris Totten,Scotland,1998-12-05,1186,chris-totten,,
Callum Costello,England,1998-12-31,2195,,,
Claire Edginton,England,1999-01-03,2138,,,
Daniel Holoyda,Poland,1999-01-09,1687,daniel-holoyda,,
Brian Ochoiski,France,1999-01-22,2274,,,
Tyler Rees,Wales,1999-02-06,1433,tyler-rees,,
Cheung Ka Wai,Hong Kong,1999-02-17,1893,cheung-ka-wai,,
Michal Kotiuk,Poland,1999-04-19,3193,michay-kotiuk,,
Aaron Graham,Scotland,1999-04-24,2259,aaron-graham,,
Ivan Kakovskii,Russia,1999-05-02,1883,ivan-kakovsky,,
Manasawin Phetmalaikul,England,1999-05-19,1991,manasawin-phetmalaikul,,
Jed Mann,England,1999-06-07,2348,,,
Daniel Williams,Wales,1999-09-06,2243,,,
Geng Mingqi,China,1999-09-22,1155,geng-mingqi,,
Noel Landers,Ireland,1999-09-24,2504,,,
James Welch,England,1999-10-04,2366,,,
Mark Lloyd,England,1999-10-31,2595,mark-lloyd,,
Mink Nutcharut,Thailand,1999-11-07,1829,nutcharat-wongharuthai,,
Harry Farrell,England,1999-12-22,2488,,,
Brandon Hall,England,1999-12-27,2206,,,
